ID,NRD1,KIAA1045,CMIP,CACUL1,TBL1X,CHST15,HAL,CLUAP1,MMP25,TBC1D14,THADA,MYH9,ALOX5AP,IGF1R,ETS2,YKT6,IRS2,RSPH9,ZCCHC2,USP32,RP11.295G20.2,OTUD5,IFI44L,CCT2,ILK,DHX58,NCF4,USP18,LINC01001,SLC2A3,WDR43,KCNJ2,CMPK2,GTPBP2,ANXA3,NAPA,MX1,GHRL,PI4K2B,IFI27,FLOT2,BCORL1,MXD3,SF3B3,FANCL,OASL,UAP1,ELAVL1,TFE3,TMEM92,LIMK2,TREX1,AGPAT1,C16orf72,TLR1,PGS1,HERC5,OAS1,CKLF,NFKBIE,STIL,ZNF318,BCL6,WDR89,NUP210L,SPIRE1,GATAD1,HVCN1,ENO1,FLNA
32150950,10.960335975049542,4.506137332920169,10.159104016262356,9.55044181011397,10.22094174912139,10.524860582143235,8.924937038472954,8.182748311715049,11.262987967124348,10.583613997237267,9.132013344660312,13.936056236634569,10.586914028023868,9.611597623891,9.195956395258857,9.557904840948945,7.983239533994014,4.91791784614953,10.346124367661439,10.179130321210755,5.926982416496642,9.864396393684178,11.234711585209448,9.812800213218292,10.1448934479095,8.64975867595952,10.513318043268079,8.451480120352958,9.88591815584894,11.368166041240107,9.046881974338843,9.335961371756579,9.773725698922952,9.392959129784543,7.9447902221975735,10.548920152929728,11.954552561061137,5.732371664276792,8.275155567113538,11.15672565124212,11.623577827693978,8.359468055996647,7.179426006142448,11.197166166133899,6.578345611651847,10.227052671957017,8.061758104208268,9.464800301355844,9.953377076753014,,10.447746961359751,8.439687087666428,9.464039368603958,9.759823714040186,10.108996152007764,9.0003909781534,10.634565791383388,11.280492889605345,8.690737897080743,8.117866682391332,5.423225887544729,9.626378338855536,11.178726487225964,8.472550642746,4.303362796231345,6.285661399691813,7.947082819084428,9.804579099566833,12.567861579753593,13.978335575365088
32150952,11.344816052761512,5.687593961171217,10.718576552199648,10.142882964703787,10.879282753292603,11.751945997741618,10.282729338164001,7.160870736560803,12.175418096327508,11.046469806131038,8.981958545962588,13.972800278531324,11.771992170994634,10.415754260370946,10.264499695619204,9.58885703935337,10.090513898161355,4.822026874158167,9.8784741245833,10.940534844220185,6.497571976165634,10.041823306303073,9.40597478475781,9.633072837110891,10.668527346749176,8.32411175742026,11.58802302351952,6.588062710728422,10.220454502603301,12.29962054517291,8.854458136023009,9.809877129476032,8.71144457772101,9.440099911241258,8.590877110631945,10.461859134299244,10.843485745023717,6.697677374675072,7.938535962021902,5.716534982860865,11.841864267798574,8.621313470728909,8.041459914308712,10.826196535564323,6.043628105317136,8.82347743826458,7.674148062290701,9.207586031649102,10.457526897782087,,10.903909989925417,8.096954806402238,9.704783861632244,10.075330728991807,10.751379123129201,9.165592233525365,9.73053017803875,10.487327462494353,9.67212930181536,8.264229864767172,5.736061530657457,9.419305832582046,11.706258358210363,8.178024068799782,4.490196145484745,6.634069284025772,8.019512561790838,10.403449157042235,12.608099627160183,13.850351951898759
32151047,10.963817658906967,4.488222142894267,10.086877998415682,9.487570335225945,9.884420989785305,10.167051338110825,8.238531997262474,7.503483279155975,10.176229548736064,10.391970007519918,9.069106720569016,13.755016274362742,10.152071582536207,8.906115115110767,9.09224724604116,9.605509211897449,7.755184079404956,4.658942104486266,9.528262662850201,9.835440100038447,5.764472876538891,9.803299478572088,10.087145747473196,9.924282086251132,10.538285879408683,8.775803718888001,10.0732729402989,7.323498461157452,9.072414545590323,11.214063686159331,8.91039571808205,9.012035814199114,8.98091261967067,9.34103520674762,7.786856435091198,10.510574325010868,11.327047165661979,5.867665871687343,8.508165335465351,7.57398113225115,11.286318087298323,8.044563493959663,6.979301652306269,11.172605157183154,6.695932486966147,9.617636637004281,8.192869382300056,9.382117025543252,9.672414295355393,,10.052686538382135,8.26223111007308,9.469297499417552,9.667160914434135,9.840052245494634,8.655830938319138,9.835822941360556,10.71008332502897,8.722860468956231,8.396122025158647,6.232566531842197,9.475725053723743,10.657845767740938,8.411057586613266,4.303362796231345,5.972057559811553,8.029994624193218,9.786958898965114,12.654039117693976,13.978335575365088
32151048,11.177155945051148,4.681334975501342,10.403162485789844,9.562338390453379,10.439436333369638,10.898734769626474,9.400611206334407,7.52712955044067,11.39406863380765,10.598789597528867,9.0373622401233,13.911862432424625,10.757607363573067,9.414415343435094,9.370001950156485,9.643886441998175,8.061332513855154,4.61306574835522,10.518679647186563,10.324899341667562,6.1834173649009845,10.02597596809333,11.527712311787084,9.868817593468544,10.615573584385036,8.856895780768749,10.983676502430699,8.271460150877788,9.891269384552277,11.89926474595888,8.843996973146893,9.830007173186967,10.063972681516702,9.535879590196796,8.502652610422663,10.788484601173854,12.443095249500846,6.747402184959938,8.029077894972783,10.314981273222624,11.71450843517687,8.499628828962921,7.415736078726717,11.136397537285433,6.56307559948901,10.240933048009266,7.8997084693154145,9.394984483875703,10.143658774693755,,10.560334020879719,8.65485816036916,9.630647542085216,9.686582274208858,10.200268305108192,9.081424141369206,10.662623621947455,11.831274461435491,8.80213522203004,8.542806300256258,5.8413803747495034,9.361001854162271,11.552647980196399,8.362794880587288,4.303362796231345,5.885084434817179,7.92249177440902,10.168216945315269,12.782754609914125,13.978335575365088
32150935,11.421536091891548,5.386518371500232,10.5958850406152,9.944488128239414,10.68408139093832,11.35375678984104,9.689434109566113,7.224438921259073,12.18866268663188,10.98157613879932,9.009758715814257,13.9552872092117,10.877032904321693,10.53458659031017,9.875801835156267,9.62522221506147,8.255369415607573,5.080289831175638,9.519601709168626,10.748102745086197,5.659565804027936,10.123399726748369,8.060847074858634,9.581984895124728,10.57558152551185,8.376491670121233,11.340965386103981,6.374796329568248,10.296160312087913,12.345147346047707,8.672669306642705,10.280348926048436,7.527949617734404,9.615728130264534,9.440786745672735,10.340132654653539,9.962456020959971,6.80600606934968,8.146615880731307,5.855355598519024,12.046469961006878,8.70784320935347,7.7437370573510975,10.898242792559664,6.368208854701449,9.331934413035926,8.086365396433111,9.266972035542532,10.244616253242132,,11.217343848641313,7.80677050230552,9.576355322730626,10.06433882598758,10.891886827300379,9.848241059878225,8.650819801906907,9.548761298206246,9.130341382558788,7.786627973521535,5.608166706712757,9.46834087110151,12.247329059629477,8.210346136153294,4.706845162824459,6.197345539460333,7.950991606988125,9.787848078810013,12.36942452207529,13.978335575365088
32150947,11.39504501906332,4.93532837035479,10.80241133660355,9.798623684558628,10.509883664897846,11.373152039590277,9.779092127281757,7.156270578055458,13.128827811790805,10.782618720761889,8.811424111478154,13.978335575365088,11.225255218319514,9.87277330380419,9.963115306015913,9.58217584079655,8.889821084448663,5.320228506227641,11.22269409924287,10.707271486870203,6.1673372619321745,10.02049799267635,13.042137323333092,9.550764802792674,10.644354242793417,9.993626714411755,11.42560436379017,9.644164785688941,9.629622515319568,12.208699398787457,8.678159232202189,10.204545667260206,11.320623080501134,10.12475834034056,8.81529432375179,10.966627604846247,13.493435281034627,6.45653868201579,8.521128741622945,10.091585840501155,11.943249387951177,8.680004090384664,8.172394496405682,10.784870461952288,6.259932037763184,11.287586820464846,7.647047930944085,9.331245678647516,10.54895988953897,,11.065175341876998,9.087262709025998,9.853187597754715,10.188523298747848,10.818653202576487,9.654856793332481,11.90426777428444,12.7391803119176,9.407833892617287,8.531470207212248,5.804906880731569,9.60027008065319,11.948878740927176,7.971740706227815,5.621077219582798,6.057997236390911,8.084220345055137,10.267579282835488,12.580757055562476,13.978335575365088
32151050,11.198878624770293,4.789990866506524,10.553092496900174,9.726906010188006,10.50437730618855,10.814568846812218,9.233502394201157,7.758383539029041,11.365219855497712,10.83744578041888,9.055481179420081,13.950427769904575,10.91183649735952,9.643692646390955,9.695569070504538,9.535168056325181,8.898648284361926,4.719647596819636,9.638568462541174,10.329074523967241,5.98477781813328,9.882662579643306,9.919215851087829,9.858544526328853,10.530698079262883,8.463523947354716,10.750223923131943,7.121045595078491,8.916559178374477,11.46842529079751,8.923467421784858,9.537736798099337,8.805325249721466,9.432188490569967,8.114646255388969,10.420041083620399,11.38739099123545,6.089930691064383,8.074712010581198,6.2802631221658025,11.6235589054991,8.540450353658658,6.952791131386165,11.045656151751311,6.036380568204399,9.449605395779797,8.110321953408214,9.39315672530563,10.094031534189048,,10.448817011480063,8.227130355704254,9.66082265810382,9.775278913716129,10.32751722732884,9.150074335270615,9.76417746535341,10.539399450577212,9.137616317657344,8.278630588344996,5.732791474782459,9.41719023053654,11.157363329209486,8.219414630597118,4.3449256326746175,6.417567527885586,7.916563745383044,9.782351503401259,12.719589852177322,13.978335575365088
32150928,11.19791359283155,4.907586041640899,10.745710979653706,9.731472556677787,10.532590298750614,11.104059506240116,9.360315019730793,7.5559037364331285,12.695572610246625,11.017405314799497,8.722406379249113,13.928421111045632,11.806823201215035,9.988926220958158,10.10135347749682,9.848694199606875,8.983314165234674,4.882727007208486,9.357812776449311,10.176362004100202,6.88962699444211,10.390059811947053,8.707945807027883,9.69007724498812,10.955624348525093,8.498643701292877,12.019903199399142,6.859094951306641,9.486215665932328,12.380257478642548,8.379205758600806,9.319909585603503,8.535188422931201,9.723318891497469,9.19172994106018,10.788210229348135,11.252503178942835,6.402189769654958,7.711474093589565,6.367737964479259,12.434696633304554,8.723606202052649,8.144984767703857,10.855071804947093,5.70870328389556,9.485056692202862,7.965355754062511,9.341165353797567,10.698113144549586,,11.324897604323915,8.54982474116878,10.214253699342008,9.858122735889605,10.163644396923166,9.499749059169986,9.45574130669669,10.528210756746262,9.9340241154279,8.453209081162486,5.367150815767489,9.063254853213689,11.743043105051846,8.02676754734159,4.372156149857131,6.120450762414542,7.655825244873827,10.018594048475503,12.821892581813243,13.723489568285093
32150934,11.73000571278138,5.05673935502153,11.282003826866298,9.991291667340425,11.170561560136408,11.938339078380515,10.532243076474614,7.005573735168948,13.048763976083823,11.480601723201058,8.65455511723826,13.978335575365088,12.277999099196355,10.264673779812075,10.44631455120754,9.757386069294444,10.808087048956999,5.490997594580943,11.612973829684735,11.269236075872834,6.373285889321643,10.474801915595322,12.897839016981274,9.257323104255512,10.780111529940646,10.376772646704211,12.07666032293362,9.73827345252142,10.507355659662238,12.820103099253336,8.409371374834741,10.389764625706967,11.658874343908359,10.417858408441303,9.718370453664043,11.288900966899075,13.513823452333831,7.056325126044139,7.699927306658122,12.747186854553414,12.49441508033733,8.837636867311844,8.44579924912165,10.65114731075437,5.85107621100274,11.612161121414754,7.289223239815074,9.168774661389058,10.956097403397028,,11.552152218690614,9.353806717254926,10.310726617704463,10.020885897671336,11.184105121119837,10.389313331359144,11.78975159699673,12.861154624503184,10.135950818610485,8.390542801623283,5.344342600315954,9.702485863721119,12.469182333468444,7.522665072168837,4.303362796231345,6.383996646578943,7.889724998015694,10.101466064556341,12.805182791331625,13.978335575365088
32150052,11.011520512192654,4.7142168566612135,10.369783734026276,9.824119206649904,10.532911976063525,11.116567077054015,9.152742824783783,7.479188536166989,11.455210976004944,10.643332444270044,8.926180560285964,13.76472719972117,10.835801441684044,9.967489956855406,9.796744627151348,9.459668517678333,9.49694757267147,4.529553826998,10.370750658184507,10.267793103637601,5.743782471106373,9.892455907657276,11.282352941361783,9.792087832707224,10.217346532094703,9.039030402310958,10.881648027652266,8.26353543050796,9.705962784909511,11.093406310524195,9.046625480152814,9.530239568039558,10.052894682525785,9.406643569598419,7.537685672137719,10.53415137982799,12.511805523539318,6.6838699156176,8.56279954706798,7.721654101698124,11.408612232790349,8.296595631130156,7.177875659944811,10.996751739090916,6.341268347158964,10.186003808499935,7.783288843068835,9.433272416000555,10.076380910807497,,10.199536962276182,8.848023931867548,9.43850964728788,9.876952259079529,10.163003880626569,9.033404629830724,10.850564538127319,11.352541038820174,9.099853723624618,8.286200966746716,5.711798269857557,9.614477008623792,10.757404896087879,8.449925005602852,4.7282099447075705,6.0195899344053805,7.992173131495554,10.193522542634431,12.475786179480625,13.728683044336734
