ID,KIAA1045,CACUL1,TBL1X,CHST15,HAL,CLUAP1,MMP25,THADA,ETS2,YKT6,RSPH9,ZCCHC2,USP32,RP11.295G20.2,IFI44L,CCT2,ILK,DHX58,NCF4,USP18,LINC01001,KCNJ2,GTPBP2,ANXA3,NAPA,MX1,PI4K2B,IFI27,BCORL1,MXD3,OASL,TMEM92,LIMK2,TLR1,PGS1,HERC5,OAS1,STIL,ZNF318,WDR89,PREDICTION
0,5.218005435418218,9.644426973050749,10.372038078442676,11.110319772296794,9.578912264911908,7.940888445391218,12.230288937315285,8.857009463506676,9.602170795931844,9.624124263297961,5.573514157345435,10.570487146703288,10.172255892586405,6.174336382863348,11.538178074428005,9.068190377943887,10.902299815644325,9.747478771590806,11.516243608391152,8.935484212370765,9.882088251985842,9.559989313383015,10.01825337368842,8.843718416689159,11.254232566806355,12.230288937315285,7.836493173200071,7.711242990723022,8.169075185540517,7.8123746947300186,11.075834253758817,4.559780492607826,11.249486710489766,10.291613070555982,10.011826304282677,11.216928099527273,12.207695619089296,5.566531204830356,9.138513307958387,7.375989412061778,1
1,5.7842104777054155,9.954544614270397,10.958742872828882,11.88746680190556,10.348369979091169,7.242444721158482,12.230288937315285,8.664249232723408,9.954896845291763,9.737227248473873,5.6279841291144255,10.951794179596686,10.479394357218156,6.430177063373301,10.995438373725753,8.94951310464162,10.963216491973505,9.830545361970833,12.206419282326415,8.007888245719148,11.218147570960422,10.167513434819961,10.090786154704348,9.133270244971651,11.544237381413414,12.230288937315285,7.471091114246013,6.31883494428126,8.296017432561518,8.495693273523813,11.575871074053488,4.645823038325462,12.0222448024278,10.966162899258906,10.020024106100688,11.525382526573598,12.230288937315285,5.8800919937589295,8.818521785041684,6.914012043018731,1
2,4.787979876292778,10.081089515480992,10.518945396230498,11.474530460191033,9.559171601574553,6.943035848979669,12.230288937315285,8.523054239065019,9.845775897460234,9.503046903837603,5.631903178876691,10.477463230379707,10.427201252548302,6.911336312726183,10.942141836502497,9.308423889534918,10.94544933109492,8.895520703599333,11.680212488074426,7.8825557321860815,10.797284501232603,9.947642622835636,9.974881492715095,10.212353176941992,10.947581674817052,12.230288937315285,8.356061856922162,6.002565244943467,8.751247271404091,8.043726745856688,10.617974675360363,5.136568521247866,11.294674452207735,10.984997925041373,9.609533945120711,11.281528084896172,11.463498480431245,5.4270825161788245,8.93884175937088,8.213327880500879,1
3,4.67025117428776,9.711910851292746,10.333199404297325,11.274146383372605,9.586398739080316,7.3903520348684,12.230288937315285,8.738274967747058,9.987255132121104,9.487992645406132,5.640724946392303,11.10196578079526,10.641832147815544,6.4561892844437185,12.230288937315285,9.485378965262953,10.600856889042939,9.891541359256363,11.76665858686725,9.608407898827954,10.588736536468456,9.990133188046926,10.279468088740323,9.571076051028278,11.253818418141485,12.230288937315285,8.342905073052908,12.230288937315285,8.375358417864168,8.287345960359628,11.210345297005713,4.547545819283501,11.442212318111103,10.449460950131591,10.084943390641048,11.710520762388438,12.230288937315285,5.714952942282541,9.52084564599074,7.773918781388121,1
4,4.647602453842746,9.925511787907697,10.141851605777903,11.501635058856106,9.684244900170471,7.59682284878267,12.230288937315285,8.8643817745556,9.496699761402631,9.596598771364869,5.696862986500445,11.111470278636999,10.20865584122582,6.191794687091577,12.230288937315285,9.269311043770227,10.558735761496095,9.586078706613668,11.699919595638207,9.578204231114801,10.134419350790251,9.937234419389963,10.11515946954497,8.972633870040339,10.984335384495543,12.230288937315285,8.30070046608819,10.138179659448266,7.7636797947945775,8.217046343329978,11.36585712111161,5.042477237166118,11.27126411795804,10.810699529028568,9.637392963614793,11.607425987789268,12.230288937315285,6.097261009248631,9.328190097940157,7.533450920316517,1
5,4.547545819283501,9.530484400668062,9.961371612868303,11.1239131167665,9.531995624862695,7.786612430420443,11.600994625764642,8.826450009566148,9.348577235479748,9.640987753518658,5.1911616805876335,10.89612784971909,9.808413121565428,6.050133967179367,12.230288937315285,9.119553196244492,10.568160010444288,9.99296385520033,11.263275293013505,9.89770199838007,9.646065369461963,9.269812252380062,10.048812570296404,8.186110508913425,11.150852784335804,12.230288937315285,8.164117269858785,10.832457695662168,7.662255137960589,8.01343265614903,11.246461832614383,4.547545819283501,10.8307293102646,10.262575121508522,9.614343165018171,11.411081927194395,12.230288937315285,5.667239914641237,9.51383006471077,7.468520368763543,3
6,5.272496977885023,10.07186644346056,10.819177161484406,11.638252240048539,9.68582787652115,7.253913951961188,12.230288937315285,8.743218067297924,9.984347533671796,9.591395826764057,4.602245523331868,9.567127133105172,10.548879261259707,6.563479769990175,8.804417261184987,9.50578043304778,10.617885350639774,7.957867334426376,11.700843290891676,6.077624132081035,11.016065280763693,10.458240542532561,9.537639176493832,9.532254402489325,10.373716496150367,10.967081876109306,8.02305302288328,5.274954216980533,8.759094958805278,7.982448944216429,8.507084246286839,4.829638396706499,11.394106567621849,10.9746364265556,9.732972894200497,9.100428395383828,9.99242013024718,5.4609874844815876,9.173059551354012,7.843937753352011,2
7,5.805125701331111,9.905608766180354,10.972042661852985,11.843045631067245,10.080000659073637,7.256768869081668,12.230288937315285,8.853240082852404,9.863093180057456,9.629240847030017,4.751041578716832,9.773963157686063,10.947577897950646,6.7480069456819995,8.312751972923596,9.182478405762906,10.855573831175349,8.415442287956393,12.130389774203596,5.992455408160442,10.060664384409652,9.72095343006559,9.629692946030907,8.451048401008407,10.624032930696348,10.307485912918844,7.600095346119777,5.6224453803138985,8.981942187656854,8.287017582824317,8.885559713518107,5.27048044167317,11.49302733280515,10.870365818654275,9.546533458846849,8.70525575638313,9.775458892755005,5.358444116567861,9.1221754838986,7.80564785780308,2
8,4.742818877323408,9.639467668881952,10.258870676595,11.104153150822023,9.520399280088617,7.30866333676826,11.92955567955201,8.911920021182402,9.564038353488984,9.566621443739724,5.284887044091543,10.42211815468605,10.279722730846917,6.163179033244157,11.491894218395526,9.507880250899062,10.50292181914272,9.124009775115725,11.29289615419017,8.455138049324967,9.48160704694205,9.497029422124127,9.638487889567546,8.600153629847338,10.97025925639283,12.230288937315285,8.051302782584454,11.82200257898317,8.444188969648042,7.701732981747259,10.528460430360488,4.697732478978142,10.657844039682226,10.369734835659651,9.17244752807412,10.912471121843529,11.799516845557356,5.454211124858656,9.449611011268598,7.993197930230586,3
9,5.362129589037543,9.806941102419216,10.813157549042916,11.156266518914292,9.56915197326917,7.393410236359019,12.063110978104074,8.650291156141037,9.764205344035112,9.58574748146,4.547545819283501,10.155357389392973,10.350328176803103,6.289282729253325,9.947832978190126,9.61217071428186,10.4274253688023,8.732769216908856,11.23839331271679,6.870991527657244,10.431877391372511,10.094780229075752,9.484525864293497,8.473226643366006,10.50604228861866,12.066418437202033,8.110087611532574,5.748254041356258,8.593061760036187,7.775302496467062,9.344889048275704,4.547545819283501,10.981885651831877,10.415714669400405,9.383787819090466,10.187519573859506,11.082018936571483,5.951561074660003,9.517433738758395,7.980786582264371,2
